text,labels,target,source,dataset,nb_annotators
les rebeus qui s’offusquent de ce que dit zemmour et qui ont du mal avec les membres de leur famille qui donne des… @USER,0,other,Twitter,MLMA,3
oh oui... n'oublie pas que cette population est surreprésentée dans les prisons le terrorisme les agressions… @USER,0,other,Twitter,MLMA,3
le plus gros baiseur de tout les rebeus @USER @USER @USER @USER,0,other,Twitter,MLMA,3
@USER @USER @USER ceux qui font l'apologie du terrorisme ce sont ceux qui répètent partout q… @USER,0,other,Twitter,MLMA,3
le bon général ne s'attarde pas en terrain isolé monte des plans là où il risque l'encerclement et livre combat sur les terres mortelles.,0,african_descent,Twitter,MLMA,3
les nouvelles yeezy elle pue sa grand mère c’est pour les renois pour les rebeus gile-fra suceur de bite et qui suivent la mode,1,individual,Twitter,MLMA,3
@USER @USER sachant que 85/90% des musulmans sont sunnites donc ouii il assimile l’islam au terrorisme,0,muslims,Twitter,MLMA,3
benjamin il voulu m'insulter il m'a sorti putain de communiste de gauchiste de merde nnmais c'est pas une insulte puisque c'est vrai ??,0,indian/hindu,Twitter,MLMA,3
@USER tu fais partie de la génération qui croit que les rebeus ont inventé le funk?,0,arabs,Twitter,MLMA,3
vous voyez les renois vazi @USER,0,african_descent,Twitter,MLMA,3
ya que les renois et les rebeux pr faire des coupes à prix abordables tu vas chez « chris coiffure » tu payes 25bal… @USER,0,african_descent,Twitter,MLMA,3
les renois ils kiffent hxh parce le père de gon l'a abandonné,0,special_needs,Twitter,MLMA,3
s'attarde encore sur le nombre de participants la marche alors que le fcc vient de faire un grand pas. belle c @USER,0,other,Twitter,MLMA,3
@USER @USER @USER @USER @USER @USER @USER @USER ahh vah te catar mongol.,0,special_needs,Twitter,MLMA,3
et pour les ultra conservateurs tout ce qui est à gauche des républicains est un gauchiste.,0,other,Twitter,MLMA,3
y'a un sale arabe sur les douze coups de midi la ...@USER ...,0,arabs,Twitter,MLMA,3
@USER bah c’est exactement cette tête là que je fais quand je la vois dirait une attardé,0,individual,Twitter,MLMA,3
comprend même pas ce qu'on lui raconte le mongol #lfauit,0,special_needs,Twitter,MLMA,3
@USER @USER mais t'es decidement con ? les tue pour les manger pour vivre. torture que dalle,0,other,Twitter,MLMA,3
@USER @USER @USER je suis moi même blanc et toute vie j ai traîné avec des renois même si je… @USER,0,african_descent,Twitter,MLMA,3
@USER @USER regarde moi ce mongol chui ko,0,individual,Twitter,MLMA,3
@USER et deux autres choses : aucune interaction avec les féministes alors que c’est la base du mouvement et le… @USER,0,other,Twitter,MLMA,3
@USER ce qui est dingue c'est que le terrorisme intellectuel qui sous-tend cette vaguelette de prot… @USER,0,indian/hindu,Twitter,MLMA,3
@USER je suis à roubaix et crois la seule chose qui vole ici c'est les rebeus,1,arabs,Twitter,MLMA,3
@USER ferme ta gueule ptit con guette ton blaze d'attardé mentale fils de pute,1,individual,Twitter,MLMA,3
l'islamisation de la france est un fantasme.… @USER,0,other,Twitter,MLMA,3
@USER @USER @USER il en va de l’accueil des migrants comme de la cultureles 2 nécessitent… @USER,0,other,Twitter,MLMA,3
@USER @USER Ça commençait pas trop mal et ça part en couille sur des délires complotiste anti… @USER,0,other,Twitter,MLMA,3
la france est elle antisémite ? dans les écoles les universités dans le domaine privé et même sur la vp combien d'a… @USER,0,other,Twitter,MLMA,3
@USER @USER @USER @USER @USER vous êtes attardé mentale et vous ne connaissez pas… @USER,0,special_needs,Twitter,MLMA,3
les rebeus elles aiment trop dire « sal clochard va »,0,other,Twitter,MLMA,3
appeler son enfant mohammed ne l aidera pas intégrer.. c est une forme de terrorisme intellectuel... @USER,1,special_needs,Twitter,MLMA,3
@USER 43 mongol,0,other,Twitter,MLMA,3
gnegne simon choisis toi un prénom arabe hihi c'est trop drôle sale pute dégage la vie je vais déménager putain,1,other,Twitter,MLMA,3
@USER @USER @USER le tout marchand est donc une derive gauchiste?,0,left_wing_people,Twitter,MLMA,3
@USER @USER @USER voit que tu gères des business le mongol....,0,special_needs,Twitter,MLMA,3
@USER @USER comme je suis pas à jour sur op je suis pas trop attardé dessus en détail mais ou sinon c'e… @USER,0,other,Twitter,MLMA,3
@USER il fesait du kayak sur du goudron ca fume bien aussi. le pire jcrois c'est l'attardé du village avec… @USER,0,individual,Twitter,MLMA,3
22 migrants dont des sénégalais arrêtés dans un bus en direction de la gare de lyon-perrache -… @USER,0,indian/hindu,Twitter,MLMA,3
#assises du gard # l’avocat de la famille de la victime souligne l’extrême violence de l’agression. nonagénaire fr… @USER,0,hispanics,Twitter,MLMA,3
l’inclusion de la diversité ne veut pas dire acquiescer à l’obscurantisme. en refusant de dénoncer l’islam politiqu… @USER,0,individual,Twitter,MLMA,3
#fiapac ceux qui luttent contre un avortement sûr et légal revendiquent souvent l’exclusivité du discours sur la mo… @USER,0,other,Twitter,MLMA,3
ta des renois faut leur retirer leur permis aussi c'est des dangers du volant,0,african_descent,Twitter,MLMA,3
pk à la télé voit jamais de gens qui sont contre l’homophobie contre l’avortement contre la pma en gros n’exc… @USER,0,individual,Twitter,MLMA,3
@USER @USER vos voulez dire que vous soupçonnez @USER d'apologie du terrorisme islamique? et… @USER,0,muslims,Twitter,MLMA,3
@USER @USER il serait peut être temps que je m’y attarde alors,0,other,Twitter,MLMA,3
@USER la pedophilie est à l’eglise ce que le terrorisme est à l’islam.,0,muslims,Twitter,MLMA,3
rt @USER @USER @USER @USER un gauchiste ... donc un genie,0,indian/hindu,Twitter,MLMA,3
@USER @USER @USER toujours les memes arguments. un classique du parfait petit gauchiste! des que... @USER,0,left_wing_people,Twitter,MLMA,3
mdr macron demolit la franceaccepte le terrorismeles migrantsnon se serra pas lui qui protegera la france et le… @USER,0,left_wing_people,Twitter,MLMA,3
@USER bah nn mais des rebeux qu’ont une haine envers les renois yen bcp + que les renois jtrouve,1,indian/hindu,Twitter,MLMA,3
@USER @USER @USER @USER @USER comment débattre entre gauchiste sans aucune contradiction,0,left_wing_people,Twitter,MLMA,3
@USER @USER @USER ce n'est pas toi que je parle sale attardé.,0,individual,Twitter,MLMA,3
les arabes c'est les uchiwa de la france,0,indian/hindu,Twitter,MLMA,3
qui veux un attardé dans son équipe @USER,0,indian/hindu,Twitter,MLMA,3
@USER et surtout plus d'islam sanguinaire et de terrorisme,0,muslims,Twitter,MLMA,3
j’ai fais une attaque de sale arabe la,0,arabs,Twitter,MLMA,3
@USER parce qu'ils n'ont jamais froissé les juifs ils savent que tant qu'ils insultes les noirs les arabes ou les… @USER,1,jews,Twitter,MLMA,3
un attardé tain ça gratte @USER,0,other,Twitter,MLMA,3
@USER si t’es féministe tu défends chacun des droits de la femme même celui de rester à la maison s’occuper des… @USER,0,women,Twitter,MLMA,3
coucou les feministes ! parlons poils ! vous voulez que chacune ait le choix de faire ce qu'iel veut de sa pilosit @USER,0,women,Twitter,MLMA,3
@USER @USER @USER tu é mongol,0,individual,Twitter,MLMA,3
pour moi c’est impassable de fréquenter quelqu’un qui est contre le droit à l’avortement pcq tôt ou tard je finirais en prison pour meurtre,0,other,Twitter,MLMA,3
@USER c'est révoltant ! quel pays attardé !,0,other,Twitter,MLMA,3
pour ça heureusement j’ai mon côté italien qui sauve les rebeus entre nous c trop grave @USER,1,arabs,Twitter,MLMA,3
pas de sexe pas de violence pas de religion pas de drogue apple va consacrer 1 milliard de dollars dans un rema… @USER,0,other,Twitter,MLMA,3
@USER @USER @USER complotiste deux balles. vous diffusez largement une image antisémite bref v… @USER,1,other,Twitter,MLMA,3
soeur elle sept ans lui apprend jouer au echec elle nous dis mais pourquoi faut proteger le roi ? c'est une gauchiste certifiee,0,individual,Twitter,MLMA,3
vérité #islam #musulmans #mosquee #censure #sos #europe #libertéexpression #ong #gauchiste #collaborati…,1,muslims,Twitter,MLMA,3
tqt te soutient !! faut qu'il paye l'autre mongol la  @USER,0,other,Twitter,MLMA,3
@USER ptdrrrrr et après tu dis c’est moi l’attardé ?,0,individual,Twitter,MLMA,3
jss vraiment un mongol faire son travail,0,indian/hindu,Twitter,MLMA,3
la légende des darons renois en boîte est bel et bien vraie,0,other,Twitter,MLMA,3
rt @USER dans le plus grand des calmes la presse gauchiste continue sa propagande contre nature:nelle dit pingouins alors que c'es,0,african_descent,Twitter,MLMA,3
l’hystérie gauchiste est complètement perdu. en court circuitage permanent.,0,women,Twitter,MLMA,3
@USER @USER de toute façon c mort les rebeus deviennent des tepu jamais j aurais imaginé ça,0,arabs,Twitter,MLMA,3
@USER @USER @USER @USER bloque un gauchiste ne peut etre que jouissif,0,left_wing_people,Twitter,MLMA,3
@USER @USER il n'a pas assimilé l’islam au terrorisme débile il assimilé le sunnisme au terrorisme et e… @USER,1,muslims,Twitter,MLMA,3
@USER allume le chauffage sale juif,0,indian/hindu,Twitter,MLMA,3
@USER qu'elle retourne en afrique si elle est si fière de ces origines. elle est ridicule un peu conne aussi,0,african_descent,Twitter,MLMA,3
quel peuple d’attardé @USER,0,other,Twitter,MLMA,3
@USER @USER tu veux pas lancer un gorafiep mais gauchiste avec moi ?,0,left_wing_people,Twitter,MLMA,3
je suis un attardé mental je viens de réaliser que la toussaint s'appelait comme ça pcq c'est une célébration de tous les saints,0,indian/hindu,Twitter,MLMA,3
@USER @USER rien à voir avec le terrorisme et l'islam puisqu'il est déséquilibré... circulez ya rien à voir #soumission,1,muslims,Twitter,MLMA,3
c'est bon j'ai serrer les renois comme sa vous m'avez saouler,0,other,Twitter,MLMA,3
@USER @USER nan à la limite lui aide les autres il tweet pas comme un attardé,0,other,Twitter,MLMA,3
très content du non probable de la #nouvellecalédonie. c'est un territoire qui mérite que l'on s'y attarde un peu p… @USER,0,indian/hindu,Twitter,MLMA,3
@USER @USER la principale source du terrorisme c’est l’islam. le principal centre de formation c’… @USER,0,muslims,Twitter,MLMA,3
@USER la sphère médiatique c est de la merde et des vendu comme tout les sale noire et arabe qui passe à la… @USER,0,african_descent,Twitter,MLMA,3
c'est définitif @USER est un attardé mental. le mec il sait même pas écrire sa ville. repart vite à l'école… @USER,0,indian/hindu,Twitter,MLMA,3
@USER @USER et bien le mieux c'est de faire ta propre statistique sur l'évolution de la violence et des… @USER,0,other,Twitter,MLMA,3
@USER pour t'accompagner dans ta lutte voici une autre turbot gauchiste.,0,left_wing_people,Twitter,MLMA,3
@USER @USER Ça veut dire quoi islamo gauchiste ?! vous êtes un expert en islam? vous pouvez lire l'arabele coran etc...???,0,other,Twitter,MLMA,3
@USER ok je croyais que c'était que les africains sub-sahariens. mais récemment le dépistage été généra… @USER,0,individual,Twitter,MLMA,3
jsuis vrmt attardé miam,0,asians,Twitter,MLMA,3
donc bassem vient clairement d'appeler tt les turcs qui habitent à tours de tuer les renois enfin de venger le père… @USER,0,african_descent,Twitter,MLMA,3
@USER complètement débile comme raisonnement l’islam ne tolère pas le terrorisme informez vous un minimum ava… @USER,0,other,Twitter,MLMA,3
@USER @USER @USER tu peux te la carrer où je pense ton empathie de gaucho attardé.,0,left_wing_people,Twitter,MLMA,3
quand tu ne t'attarde plus sur les futilités te focalise sur ce qui te donne de la joie plutôt que ce qui t'angois… @USER,0,other,Twitter,MLMA,3
@USER @USER Ça m'emballe pas des masses pas sur que je m'attarde dessus et pourtant je suis un fan de batou,0,other,Twitter,MLMA,3
@USER @USER @USER j'avais déjà oublié que le gauchiste aime émotionnaliser le débat (triste pas triste bon pas bon),0,left_wing_people,Twitter,MLMA,3
quand la steppe est trop grande c'est le vent qui porte les nouvelles  proverbe mongol daté d'avant twitter....,0,indian/hindu,Twitter,MLMA,3
@USER rafinha c'est un putain de mongol,0,individual,Twitter,MLMA,3
le terrorisme intellectuel du lobby constitué de gens en fonction de leur sexualité a… @USER,0,other,Twitter,MLMA,3
@USER @USER @USER ok mais les renois et rebeu sont dure en général avec leurs enfants.,0,african_descent,Twitter,MLMA,3
@USER @USER @USER ben si mais t'es juste un peu attardé. c'est pas parce que tout le monde veu… @USER,0,individual,Twitter,MLMA,3
attention ce n'est pas un media gauchiste qui ecrit....nn je ne pense pas m'avancer beaucoup en disant que la fam @USER,0,indian/hindu,Twitter,MLMA,3
@USER @USER @USER mdrrr ok un attardé de plus dans ce pauvre monde dieu merci certaines personne… @USER,0,individual,Twitter,MLMA,3
@USER @USER toujours deformer les propos des autres vous etes sans doute une gauchiste ou macron... @USER,0,left_wing_people,Twitter,MLMA,3
ceux qui sont contre l'avortement sont ceux-là mêmes qui sont pour la peine de mort,1,other,Twitter,MLMA,3
sale grosse merde de juif est une insulte antisémite.,0,other,Twitter,MLMA,3
rt @USER @USER @USER melenchon n'est pas plus gauchiste que je suis archeveque. il est opportuniste. si le ps lui avait,0,other,Twitter,MLMA,3
mais quel est ce pays attardé ou l’on préfère interdire une manifestation sportive plutôt que des hommes dangereux… @USER,0,other,Twitter,MLMA,3
#avortement les croisés contre-attaquent.… @USER,0,other,Twitter,MLMA,3
qui ici se souvient quand des mecs rebeux et renois étaient jaloux de jérôme jarre parce que les filles disaient qu… @USER,0,women,Twitter,MLMA,3
joue bien au lieu de faire la star et de mettre du vert sal mongol @USER,0,other,Twitter,MLMA,3
@USER j’capte pas pk s’attarde autant dessus c’est ouf comment c’est vide. remarque valable pour son frère aussi.,0,individual,Twitter,MLMA,3
@USER hier je parlais avec un ami gauchiste français je lui ai dit que nous les marocain la différence avec… @USER,0,left_wing_people,Twitter,MLMA,3
les quotidiens arabes en arabe soudanais mardi 25 septembre 2018 @USER,0,other,Twitter,MLMA,3
entre les colis pieges fabriques par cesar sayoc l'ultra-droite peut critiquer l'electorat gauchiste democrate ame @USER,0,left_wing_people,Twitter,MLMA,3
dont rêvent tous les rebeus avec une teinture blonde* @USER,0,arabs,Twitter,MLMA,3
le pire j'aurais compris si c'était des renois parce que la france à plusieurs africain dans leur équipe @USER,0,african_descent,Twitter,MLMA,3
ce n'est pas un affreux gauchiste qui dit ça mais un universitaire très mesuré. @USER,0,left_wing_people,Twitter,MLMA,3
@USER @USER encore heureux daesh n’est que haine endoctrinement déformation de l’islam et terrori… @USER,0,muslims,Twitter,MLMA,3
@USER j...avais grave besoin d...entendre ca merci mec !,0,other,Twitter,MLMA,3
@USER mois bi dara bakhoussi il nous attarde tout simplement niou meuna teudj année bi,0,other,Twitter,MLMA,3
je fais du stop 22h je retrouve entre 4 renois fumer du shit,0,individual,Twitter,MLMA,3
@USER @USER encore un truc de rebeus bien colonisés... vive la fête à neuneu tout est bon pour faire de la maille,0,arabs,Twitter,MLMA,3
@USER ah le printemps arabe qu'elle histoire ! je rappel être en france lorsque tout à commencé et de bons… @USER,0,other,Twitter,MLMA,3
y’a un des renois il va lui prendre le maillot va lui dire allez dégage morveux @USER,1,african_descent,Twitter,MLMA,3
@USER @USER @USER @USER en inde bouffe pas de viande car ca fait des g... @USER,0,indian/hindu,Twitter,MLMA,3
