text,labels,target,source,dataset,nb_annotators
  c est un gosse de 12 ans qui tient ce compte ou quoi ?? il exprime comme un mongol !!,0,asians,Twitter,MLMA,3
les chiffres arabes comme les connait n'ont pas été créés par des arabes en réalité ils ont été inventés par des mathématiciens indiens.,0,other,Twitter,MLMA,3
libre le film de  est un hymne à la collaboration avec la colonisation de peuplement africaine et ar… ,0,african_descent,Twitter,MLMA,3
   mais assume d'être attardé il rien de mal,0,individual,Twitter,MLMA,3
j’ai la haine jtentre des cours là sur le pont y’avait deux rebeux en voiture ils m’ont fixé jlai regarde ils ma… ,0,individual,Twitter,MLMA,3
donc pour l’ancien patron de la dgse il faut lutter contre le terrorisme en « luttant contre les inégalités » et en… ,0,other,Twitter,MLMA,3
une école vandalisée à marseille :  #marseille #ecole #violence,0,indian/hindu,Twitter,MLMA,3
déjà en france personne dit nigga mdr après entre pote rebeu/renoi tout le monde s’appel mon negro rebeu sale ara… ,0,arabs,Twitter,MLMA,3
  mais bon de toutes façons cette attardé continuera qu'on le « harcèle (mdr) » ou pas,0,individual,Twitter,MLMA,3
constat simple : l’europe est livrée à l’invasion à l’occupation à l’islamisation au grand remplacement. mot d’o… ,0,african_descent,Twitter,MLMA,3
en #tunisie terre #arabe et #musulmane le prénom est légalement un enjeu identitaire et culturel. où sont les cris… ,0,muslims,Twitter,MLMA,3
 Ça va servir à rien malheureusement le mec en est déjà à son 3ème compte il est attardé et va recréer u… ,0,christian,Twitter,MLMA,3
  jai déja sorti ce genre d'argument infondé d'attardé moi?,0,other,Twitter,MLMA,3
c'est quand tu vois une noich servir des burgers tu lui demande si elle vient d'un restaurant chinois?! les gens n' ,0,asians,Twitter,MLMA,3
ensuite j’vais parler de pnl oula alors eux faut pas que jm’attarde trop sur eux pcq y’a beaucoup à dire. encore un… ,0,other,Twitter,MLMA,3
 c clair. ils veulent être rebeus ou renois pour réussir à pécho des meufs mais pour le reste ils s… ,1,other,Twitter,MLMA,3
 vai dormir mongol,0,individual,Twitter,MLMA,3
  reste tranquille le seul attardé ici c'est toi le soit disant coach et qui sait mê… ,0,individual,Twitter,MLMA,3
   quel mongol ce riolo... qui vient au parc pour jouer l’offensive en ligue 1 ?,0,other,Twitter,MLMA,3
 putain quel mongol,0,individual,Twitter,MLMA,3
ça mclc tjrs j’veux tweet j’appuie sur comme un mongol en haut là,0,special_needs,Twitter,MLMA,3
ferme ta geule connasse avec tes chansons rebeus si tu veux vivre comme ça etc rentre chez toi ici est en france #udpp,1,muslims,Twitter,MLMA,3
 nan à mon avis ta pas visité la map et ta pas chassé et tout. tu t'es plutôt attardé sur les missions pri… ,0,individual,Twitter,MLMA,3
 lol vous êtes beaucoup trop susceptibles les renois de twitter c'est le colon qui choque le plus dans… ,1,african_descent,Twitter,MLMA,3
  donc en gros plus d'animaux d...elevages dans les exploitations mais que quelques s... ,0,other,Twitter,MLMA,3
   le désastre 68tar interdit d'interdire  pensez gauchiste pour mieux trahir un peu… ,0,left_wing_people,Twitter,MLMA,3
 et toi personne t’a demandé d’ouvrir ta gl sale arabe,1,arabs,Twitter,MLMA,3
 foutez nous la paix sale juif...,1,jews,Twitter,MLMA,3
 matt groening serait une pute gauchiste ?,0,left_wing_people,Twitter,MLMA,3
   pourquoi semi ? n...est jamais trop aide parait-il.,0,other,Twitter,MLMA,3
la tete j'en peux plus de ce mongol dommage jepeux pas lui mettre une balle #ps4share ,0,indian/hindu,Twitter,MLMA,3
des médias sociaux et des associations pour lutter contre le cyber-harcèlement?,0,other,Twitter,MLMA,3
     parle d'un constat. c'est fait . essaie d'analyser… ,0,other,Twitter,MLMA,3
 c’est pas toi qui commencé à mal parlé des renois? et quand y’a le retour des flammes la rage mdrrrrr,0,other,Twitter,MLMA,3
 ta foutu quoi mongol,0,individual,Twitter,MLMA,3
 peut être parce que tous les renois insultent les beurette en vidéo et vous traites comme des putes ??… ,0,african_descent,Twitter,MLMA,3
 par contre dans le virage boulogne les blancs ne sont plus les bienvenus....les blacks et les rebeu… ,0,african_descent,Twitter,MLMA,3
  justement ils comprennent pas ces gens la que les vaches sont crees pas l'homme et que... ,1,other,Twitter,MLMA,3
 mdr c’est encore un attardé mentale donc non recevable,0,individual,Twitter,MLMA,3
franchement ras le bol pour une fois qu'il moyen de dénoncer la violence conjugale en masse . tous les moyens s… ,0,indian/hindu,Twitter,MLMA,3
   je vais répondre encore une fois par un autre proverbe arabe: « le chameau ne… ,0,other,Twitter,MLMA,3
 grave c'est un attardé,0,individual,Twitter,MLMA,3
 jveux aller au québec pour traiter en des gros renois stock en français sans rien risquer et sentir viril,0,african_descent,Twitter,MLMA,3
plus il s’attarde sur son doctorat moins il publie plus il se dirige vers les marges du système. mais sa product… ,0,individual,Twitter,MLMA,3
nos renois ont du talent #cnfcrcl,1,individual,Twitter,MLMA,3
rt  j'suis pas un gauchiste mais la il 100% raison. c'est inadmissible  les poissons ont besoin de plus d'espac,0,christian,Twitter,MLMA,3
 qui assimile immigration terrorisme et islam. et bah voit bien la mentalité de ce soit disant… ,0,muslims,Twitter,MLMA,3
si ils se donnaient autant de mal pour éradiquer le harcèlement que pour éradiquer les jeans à trous plus personne… ,0,asians,Twitter,MLMA,3
  sans les blacks et les rebeus comme tu dit serait pas champion du monde abrutis,0,african_descent,Twitter,MLMA,3
 mongol j'espère que tu comprends mieux maintenant pauvre mongol,1,special_needs,Twitter,MLMA,3
  t’a laisser le cheval attardé devant moi.,0,other,Twitter,MLMA,3
les chauffeurs de bus/contrôleurs renois sont les plus gros chiens dans leur métier y’a aucun débat à avoir là dessus,0,other,Twitter,MLMA,3
je suis trop moche pour attirer les beaux renois ou chabin c’est ça????,0,african_descent,Twitter,MLMA,3
 je suis pas attardé dans la gare mais dehors ca appelle de partout en effet.,0,other,Twitter,MLMA,3
  c drs mongol fut royale leur communications pu la.merde javais 1milloom de credit fut 18 jai t… ,0,individual,Twitter,MLMA,3
lmao yaura moins de rebeus que sur certaines lignes actuelles de la ratp ,1,arabs,Twitter,MLMA,3
 moi la première fois que je t’ai vu je suis dis : « putain encore un sale arabe »,1,arabs,Twitter,MLMA,3
  ah bah si veut lui explose sa race au char leclerc car eu l'intelligence de le developper,1,individual,Twitter,MLMA,3
   j'ai vachement dit que c'était normal sale débile je vannais juste ta pote… ,0,individual,Twitter,MLMA,3
 c'est parce qu'on une prédilection pour la pensée complotiste et un penchant pour les théories antisémit… ,0,other,Twitter,MLMA,3
c'est peut-être un attardé mental ce type mais ce qu'il dit c'est à 200% vrai ,0,indian/hindu,Twitter,MLMA,3
  je retiens juste que tadas est un attardé,0,special_needs,Twitter,MLMA,3
je... non c'est grave... c'est. woah j'ai pas de mot. je t'appelle  ching chong  ????? ,0,other,Twitter,MLMA,3
et pq ça vous dérange ? y’a plein de meuf arab qui kiff les renois et qui les trouve même au dessus des arabes c’e… ,0,arabs,Twitter,MLMA,3
 la france est un pays multiculturelle observe la langue française elle intègre des mots arabes utilisés… ,0,other,Twitter,MLMA,3
meilleur scenario sont ceux des arabes. ils bz direct sans préliminaires mdrrr ,0,arabs,Twitter,MLMA,3
 ah si y'a l'une de mes préférés de mongol horde ,0,asians,Twitter,MLMA,3
#expulsion de #migrants vers leur pays d’origine : merkel satisfaite d‘elle après sa visite à #alger. qu‘on en juge… ,0,individual,Twitter,MLMA,3
 alors déjà oui pck t’mavais pris pour un mongol et de 2 crois pas j’ai oublié ton tweet ou t’as di… ,0,indian/hindu,Twitter,MLMA,3
je viens de découvrir le mode nuit de twitter je suis vraiment une attardé,1,individual,Twitter,MLMA,3
  un adepte du lieu commun gauchiste,0,left_wing_people,Twitter,MLMA,3
il lui faut un foursome avec quatres renois à celle là ,0,individual,Twitter,MLMA,3
 y'a des renois mais pas tout les renois c'est différent pas tous la même mentalité et puis jvois pas il est ou le pb,0,african_descent,Twitter,MLMA,3
les rebeus qui font des gâteaux sur insta elles aiment trop mettre des vents qd tu les dm,0,other,Twitter,MLMA,3
 j’adore dire « ouiiiiiii » sur un ton bien chiant comme si je parlais à un attardé,0,individual,Twitter,MLMA,3
 pourtant jour et nuit vous dénigrez les arabes noirs etc c’est votre quotidien. si vous pouviez vs auri… ,0,african_descent,Twitter,MLMA,3
#purge tous se qui ont participé une purge vous êtes juste vraiment attardé sa vous serre quoi de faire sa. i… ,0,individual,Twitter,MLMA,3
mais c'est un mongol lui parole... ah ! oui c'est vrai qu'il descend d'eux... mdr ,0,asians,Twitter,MLMA,3
 gros mongol va 5 ans d’âge mental mdrr,0,individual,Twitter,MLMA,3
allo les propalos ecologistes gauchiste aidez les pauvres palestiniens construire leur maison avec des vieux pneu ,0,left_wing_people,Twitter,MLMA,3
 dans la violence masta,0,indian/hindu,Twitter,MLMA,3
 c'est marrant tous les facho à qui je parle ont comme seul argument islamo gauchiste,0,indian/hindu,Twitter,MLMA,3
  envie de pleurer (vraiment)ntu refait soiree nlove,0,other,Twitter,MLMA,3
l'alcool sur les arabes ,0,indian/hindu,Twitter,MLMA,3
zemmour sur les migrants : paris première mise en demeure par le csa | valeurs actuelles ,1,immigrants,Twitter,MLMA,3
 #belattar ne se soucis même pas de la douleur des familles victimes du terrorisme musulman. sa seule pr… ,0,indian/hindu,Twitter,MLMA,3
    un daron rebeu aurait sorti pareil sur les renois vous savez… ,0,arabs,Twitter,MLMA,3
 ouais askip tu aurait sorti sale juif selon les dires de zeuby,0,jews,Twitter,MLMA,3
pour ou contre l'avortement quand moins de 10 ans? — mwjxkwkx wsh jespere c toi gaetan sinon bah bon courage m… ,0,other,Twitter,MLMA,3
safe challenge 20 &amp; 21 octobre à la paillasse #incivilités sentiment d’#insécurité #harcèlement de rue dans les… ,0,indian/hindu,Twitter,MLMA,3
en 2018 il encore des gens qui manifestent contre le droit à l'avortement en suisse (et partout ailleurs d'ail… ,0,other,Twitter,MLMA,3
les brévinois ne veulent pas de #migrants dans leur ville.,0,immigrants,Twitter,MLMA,3
   mdr les renois qui like fort les insultes vous voit,0,african_descent,Twitter,MLMA,3
une renois tu peux pas lui dire tu l'aime bien ou tu la trouve belle psk sinon dans sa tête elle va croire ces bey… ,1,other,Twitter,MLMA,3
  je suis végétarienne et n'adhère pas à cette violence fait par le mouvement vegan chacun doit être libre respect svp,0,other,Twitter,MLMA,3
prcq genre un renoi peut pas aimer les renois et les blanches ?? ,0,african_descent,Twitter,MLMA,3
 oe mais contrairement l'islam le christianisme est pas faussement rattaché au terrorisme et dc pas… ,0,other,Twitter,MLMA,3
   que cette petite pute ferme sa gueule,0,women,Twitter,MLMA,3
introduire des ours...accueillir des migrants avec dignité.,0,muslims,Twitter,MLMA,3
  tu fais dla pub aux renois toi,1,african_descent,Twitter,MLMA,3
      deformation bobo gauchiste... pa... ,0,left_wing_people,Twitter,MLMA,3
  il est raciste mdrrr quel il veut parler des renois et il parle mal des femmes rebeu,1,individual,Twitter,MLMA,3
#hdespros  vient sur votre plateau comme tout gauchiste qui veut imposer son discours. ils font de… ,1,individual,Twitter,MLMA,3
    ah oui exact j...avais pas compris ton premier tweet ,0,other,Twitter,MLMA,3
en plus quand c des bougnouls ou des renoi c la maçonnerie et agent de sécurité quand c’est un noich elle lui propo… ,1,african_descent,Twitter,MLMA,3
  je ne suis absolument pas contre l’avortement mais je suis surtout pour les contrace… ,0,other,Twitter,MLMA,3
 regarde ta pp sale juif,0,jews,Twitter,MLMA,3
la gare c le sheitan vrm chaque fois jmembrouille avec des mongol fuck,0,hispanics,Twitter,MLMA,3
l'algérie expulse des migrants africains et les laisse mourir dans le dé...  via ,0,asians,Twitter,MLMA,3
tema le sourire du negro juste à la fin ,0,indian/hindu,Twitter,MLMA,3
ptdr le palais de la beauté il ferme ta tout les renois de poitiers ils sont ont panique jsuis extermine,0,african_descent,Twitter,MLMA,3
   vs etes mongol au point de pas savoir brancher un ordi en hdmi sur une tv ?,0,special_needs,Twitter,MLMA,3
sous la direction de genghis khan l’immense empire mongol utilisé un système postal avancé à travers l’empire. #uoim2,0,left_wing_people,Twitter,MLMA,3
psg : draxler envoie un message de soutien aux enfants réfugiés  via ,0,refugees,Twitter,MLMA,3
les racistes de mon curious cat que dieu apaise votre haine et votre rancœur envers les renois,0,other,Twitter,MLMA,3
   ver* mongol,0,individual,Twitter,MLMA,3
c’est quand même fou. peut rigoler sur les noiches les rebeus les renois et même les blancs. mais les juifs fa… ,0,other,Twitter,MLMA,3
j'aime une vidéo  chine : le rejet des migrants africains à l'adresse ,0,immigrants,Twitter,MLMA,3
avec tout ce qui s'est passé trump continue d'alimenter une théorie du complot antisémite... un pays en perdition.… ,1,other,Twitter,MLMA,3
et soun c la meuf la plus myope du mond t'es 50cm d'elle elle te voit tjr pas elle fait des pss cmme une mongol… ,0,individual,Twitter,MLMA,3
ramene maladie,0,other,Twitter,MLMA,3
en tunisie la municipalité refuse encore de donner des prénoms non arabes à vos enfants ,0,other,Twitter,MLMA,3
gâteaux rebeus : étape 1 ,1,other,Twitter,MLMA,3
arretez avec rebeu renoi c comme si tu disai sucré ou salé,0,other,Twitter,MLMA,3
    il faut également rappeler que la pire forme de violence celle… ,0,other,Twitter,MLMA,3
   rien voir avec l'extreme droitefaut arreter la fumette gauchistetout le mond... ,0,left_wing_people,Twitter,MLMA,3
la #fachosphere va crier au complot gauchiste : ce fou furieux est blanc ! ,0,left_wing_people,Twitter,MLMA,3
     vous etes pourtant toujours gauchiste malgre vous me... ,0,left_wing_people,Twitter,MLMA,3
 faux. bush parle du terrorisme non de l'islam. et le terme croisade est bien plus souvent employé dans l… ,0,other,Twitter,MLMA,3
#lfauit allez vas tire les larmes... tu crois que le mongol c'est tout rose sa life?,0,indian/hindu,Twitter,MLMA,3
  le négationnisme du racisme anti-blanc de l'islamo-gauchiste  la même argume… ,1,left_wing_people,Twitter,MLMA,3
-sale arabe:… ,0,arabs,Twitter,MLMA,3
le truc qui fait polémique en se moment la de Éric zemour est l'autre meuf la renois franchement truc de polémique pour rien,0,other,Twitter,MLMA,3
raonic il fait plus de faute qu’il met de points ce mongol il mise que sur sa force,0,other,Twitter,MLMA,3
  c’est l’idole de tous les renois ce fdp,0,individual,Twitter,MLMA,3
maitena biraben.. la rumeur raconte qu en bonne gauchiste elle prévoit de reverser l'intégralité de la somme à des… ,0,individual,Twitter,MLMA,3
qui utilise le mot « azrenik » pr dire qqn d’embêtant chiant mes rebeus?,0,indian/hindu,Twitter,MLMA,3
le forum suisse sur la gouvernance de l’internet s’attarde sur la «numérisation»  ,0,asians,Twitter,MLMA,3
 il faut qu'elle soit gauche pour ces merdasses de féministes c'est zone rouge de s'opposer l'islam… ,0,left_wing_people,Twitter,MLMA,3
c’est juste là tu t’affiche à sucer les rebeus te le dit pas mais moi je te le dis à ta place j’aurais honte — m… ,0,other,Twitter,MLMA,3
 mdr les babtous et les renois non musulmans vous êtes fascinants ça aborde le sexe en toute décontrac… ,1,african_descent,Twitter,MLMA,3
